avert_true,avert_m1,avert_m3,nsam,lag,seed,deterministic
28597,25685,28038,1000000,14,1227,FALSE
27955,25864,28237,1000000,14,1228,FALSE
27913,25889,28269,1000000,14,1229,FALSE
28567,25706,28062,1000000,14,1230,FALSE
28197,25782,28137,1000000,14,1231,FALSE
28086,25814,28168,1000000,14,1232,FALSE
27759,25911,28280,1000000,14,1233,FALSE
27955,25878,28256,1000000,14,1234,FALSE
27981,25847,28206,1000000,14,1235,FALSE
28127,25813,28178,1000000,14,1236,FALSE
28116,25825,28190,1000000,14,1237,FALSE
27835,25894,28264,1000000,14,1238,FALSE
28306,25762,28118,1000000,14,1239,FALSE
28303,25769,28134,1000000,14,1240,FALSE
27994,25860,28233,1000000,14,1241,FALSE
27869,25887,28259,1000000,14,1242,FALSE
28171,25821,28192,1000000,14,1243,FALSE
28083,25815,28174,1000000,14,1244,FALSE
28210,25810,28182,1000000,14,1245,FALSE
28263,25783,28143,1000000,14,1246,FALSE
27563,25984,28367,1000000,14,1247,FALSE
28472,25716,28068,1000000,14,1248,FALSE
27844,25910,28287,1000000,14,1249,FALSE
27478,26007,28392,1000000,14,1250,FALSE
28354,25746,28102,1000000,14,1251,FALSE
28766,25643,27993,1000000,14,1252,FALSE
28066,25829,28195,1000000,14,1253,FALSE
28047,25857,28234,1000000,14,1254,FALSE
28112,25831,28201,1000000,14,1255,FALSE
27852,25890,28263,1000000,14,1256,FALSE
28229,25800,28166,1000000,14,1257,FALSE
28542,25703,28056,1000000,14,1258,FALSE
28508,25707,28059,1000000,14,1259,FALSE
27752,25945,28334,1000000,14,1260,FALSE
27552,25958,28325,1000000,14,1261,FALSE
27929,25851,28211,1000000,14,1262,FALSE
27814,25891,28255,1000000,14,1263,FALSE
27796,25924,28307,1000000,14,1264,FALSE
28691,25643,27984,1000000,14,1265,FALSE
28301,25780,28146,1000000,14,1266,FALSE
28309,25744,28091,1000000,14,1267,FALSE
28305,25756,28105,1000000,14,1268,FALSE
28292,25783,28152,1000000,14,1269,FALSE
28358,25762,28125,1000000,14,1270,FALSE
28547,25703,28063,1000000,14,1271,FALSE
28246,25781,28139,1000000,14,1272,FALSE
27693,25940,28314,1000000,14,1273,FALSE
28130,25816,28181,1000000,14,1274,FALSE
27927,25880,28257,1000000,14,1275,FALSE
28358,25747,28103,1000000,14,1276,FALSE
27847,25894,28265,1000000,14,1277,FALSE
28089,25830,28193,1000000,14,1278,FALSE
28565,25724,28093,1000000,14,1279,FALSE
28044,25855,28230,1000000,14,1280,FALSE
28261,25808,28180,1000000,14,1281,FALSE
28378,25746,28102,1000000,14,1282,FALSE
28377,25757,28121,1000000,14,1283,FALSE
27876,25897,28276,1000000,14,1284,FALSE
27990,25874,28259,1000000,14,1285,FALSE
27522,25974,28350,1000000,14,1286,FALSE
28093,25826,28190,1000000,14,1287,FALSE
28186,25788,28144,1000000,14,1288,FALSE
28495,25709,28062,1000000,14,1289,FALSE
28339,25750,28109,1000000,14,1290,FALSE
27704,25933,28304,1000000,14,1291,FALSE
28250,25782,28141,1000000,14,1292,FALSE
28361,25743,28099,1000000,14,1293,FALSE
27745,25910,28276,1000000,14,1294,FALSE
28177,25806,28172,1000000,14,1295,FALSE
28275,25787,28154,1000000,14,1296,FALSE
27985,25869,28241,1000000,14,1297,FALSE
27996,25843,28208,1000000,14,1298,FALSE
27632,25961,28345,1000000,14,1299,FALSE
27746,25927,28303,1000000,14,1300,FALSE
27840,25899,28275,1000000,14,1301,FALSE
28033,25868,28249,1000000,14,1302,FALSE
27747,25922,28296,1000000,14,1303,FALSE
27605,25960,28335,1000000,14,1304,FALSE
28278,25767,28125,1000000,14,1305,FALSE
28092,25835,28208,1000000,14,1306,FALSE
28097,25820,28183,1000000,14,1307,FALSE
28644,25665,28010,1000000,14,1308,FALSE
28086,25827,28192,1000000,14,1309,FALSE
28555,25722,28086,1000000,14,1310,FALSE
28425,25741,28099,1000000,14,1311,FALSE
28471,25731,28088,1000000,14,1312,FALSE
28171,25798,28159,1000000,14,1313,FALSE
28118,25814,28177,1000000,14,1314,FALSE
27902,25885,28264,1000000,14,1315,FALSE
28574,25676,28019,1000000,14,1316,FALSE
27850,25885,28252,1000000,14,1317,FALSE
28413,25745,28103,1000000,14,1318,FALSE
28071,25839,28207,1000000,14,1319,FALSE
28247,25802,28175,1000000,14,1320,FALSE
28067,25861,28245,1000000,14,1321,FALSE
28446,25730,28088,1000000,14,1322,FALSE
28428,25741,28104,1000000,14,1323,FALSE
28501,25718,28074,1000000,14,1324,FALSE
28537,25727,28096,1000000,14,1325,FALSE
28080,25842,28214,1000000,14,1326,FALSE
28248,25792,28158,1000000,14,1327,FALSE
28389,25772,28145,1000000,14,1328,FALSE
28107,25817,28180,1000000,14,1329,FALSE
28530,25703,28056,1000000,14,1330,FALSE
27864,25896,28267,1000000,14,1331,FALSE
28591,25697,28056,1000000,14,1332,FALSE
27831,25899,28267,1000000,14,1333,FALSE
28151,25813,28184,1000000,14,1334,FALSE
28418,25742,28100,1000000,14,1335,FALSE
28045,25848,28220,1000000,14,1336,FALSE
28152,25795,28150,1000000,14,1337,FALSE
27969,25869,28240,1000000,14,1338,FALSE
27825,25904,28277,1000000,14,1339,FALSE
27697,25952,28334,1000000,14,1340,FALSE
28512,25718,28075,1000000,14,1341,FALSE
28140,25804,28165,1000000,14,1342,FALSE
28448,25733,28091,1000000,14,1343,FALSE
28103,25834,28207,1000000,14,1344,FALSE
28237,25792,28156,1000000,14,1345,FALSE
27560,25982,28367,1000000,14,1346,FALSE
27948,25873,28246,1000000,14,1347,FALSE
28167,25805,28164,1000000,14,1348,FALSE
28181,25803,28169,1000000,14,1349,FALSE
28416,25741,28103,1000000,14,1350,FALSE
28547,25689,28039,1000000,14,1351,FALSE
28288,25778,28140,1000000,14,1352,FALSE
28131,25807,28164,1000000,14,1353,FALSE
28658,25667,28020,1000000,14,1354,FALSE
28319,25747,28092,1000000,14,1355,FALSE
28016,25848,28211,1000000,14,1356,FALSE
28003,25860,28231,1000000,14,1357,FALSE
27823,25893,28261,1000000,14,1358,FALSE
28233,25784,28142,1000000,14,1359,FALSE
27850,25913,28301,1000000,14,1360,FALSE
27745,25906,28267,1000000,14,1361,FALSE
28323,25775,28140,1000000,14,1362,FALSE
28301,25768,28127,1000000,14,1363,FALSE
28148,25815,28185,1000000,14,1364,FALSE
27956,25873,28245,1000000,14,1365,FALSE
29008,25567,27904,1000000,14,1366,FALSE
27703,25945,28326,1000000,14,1367,FALSE
27939,25893,28280,1000000,14,1368,FALSE
28314,25794,28167,1000000,14,1369,FALSE
28291,25773,28135,1000000,14,1370,FALSE
28133,25811,28170,1000000,14,1371,FALSE
28208,25795,28153,1000000,14,1372,FALSE
28473,25712,28060,1000000,14,1373,FALSE
28544,25708,28059,1000000,14,1374,FALSE
28281,25786,28146,1000000,14,1375,FALSE
27751,25935,28316,1000000,14,1376,FALSE
28279,25771,28132,1000000,14,1377,FALSE
27909,25879,28248,1000000,14,1378,FALSE
28024,25850,28217,1000000,14,1379,FALSE
28017,25851,28219,1000000,14,1380,FALSE
28602,25674,28017,1000000,14,1381,FALSE
28242,25782,28145,1000000,14,1382,FALSE
27901,25884,28259,1000000,14,1383,FALSE
27936,25864,28232,1000000,14,1384,FALSE
28613,25670,28013,1000000,14,1385,FALSE
27759,25937,28320,1000000,14,1386,FALSE
28139,25824,28191,1000000,14,1387,FALSE
28210,25805,28170,1000000,14,1388,FALSE
27854,25890,28262,1000000,14,1389,FALSE
27787,25916,28290,1000000,14,1390,FALSE
28330,25784,28160,1000000,14,1391,FALSE
27924,25888,28269,1000000,14,1392,FALSE
28098,25832,28199,1000000,14,1393,FALSE
28192,25788,28145,1000000,14,1394,FALSE
28100,25813,28171,1000000,14,1395,FALSE
27893,25883,28252,1000000,14,1396,FALSE
28693,25668,28020,1000000,14,1397,FALSE
28405,25754,28121,1000000,14,1398,FALSE
28046,25845,28217,1000000,14,1399,FALSE
28452,25725,28082,1000000,14,1400,FALSE
28163,25805,28166,1000000,14,1401,FALSE
28379,25742,28097,1000000,14,1402,FALSE
28656,25671,28017,1000000,14,1403,FALSE
28080,25808,28161,1000000,14,1404,FALSE
28129,25816,28179,1000000,14,1405,FALSE
28224,25784,28147,1000000,14,1406,FALSE
27980,25861,28231,1000000,14,1407,FALSE
28033,25844,28210,1000000,14,1408,FALSE
28997,25575,27916,1000000,14,1409,FALSE
28173,25822,28192,1000000,14,1410,FALSE
27695,25932,28306,1000000,14,1411,FALSE
27967,25855,28219,1000000,14,1412,FALSE
27706,25920,28287,1000000,14,1413,FALSE
28048,25832,28192,1000000,14,1414,FALSE
28156,25807,28170,1000000,14,1415,FALSE
28245,25784,28145,1000000,14,1416,FALSE
28105,25819,28182,1000000,14,1417,FALSE
28041,25857,28232,1000000,14,1418,FALSE
28353,25745,28096,1000000,14,1419,FALSE
28337,25758,28117,1000000,14,1420,FALSE
27562,25970,28349,1000000,14,1421,FALSE
28292,25782,28149,1000000,14,1422,FALSE
28590,25693,28052,1000000,14,1423,FALSE
28015,25832,28189,1000000,14,1424,FALSE
28005,25852,28221,1000000,14,1425,FALSE
27522,26000,28391,1000000,14,1426,FALSE
28313,25774,28138,1000000,14,1427,FALSE
27935,25878,28254,1000000,14,1428,FALSE
28325,25764,28124,1000000,14,1429,FALSE
28308,25765,28126,1000000,14,1430,FALSE
28233,25787,28152,1000000,14,1431,FALSE
28504,25722,28084,1000000,14,1432,FALSE
28292,25774,28136,1000000,14,1433,FALSE
28105,25821,28179,1000000,14,1434,FALSE
27942,25864,28228,1000000,14,1435,FALSE
27826,25927,28312,1000000,14,1436,FALSE
28110,25819,28177,1000000,14,1437,FALSE
28140,25813,28177,1000000,14,1438,FALSE
28232,25789,28152,1000000,14,1439,FALSE
27680,25946,28325,1000000,14,1440,FALSE
28239,25795,28161,1000000,14,1441,FALSE
28089,25829,28193,1000000,14,1442,FALSE
28507,25712,28069,1000000,14,1443,FALSE
28242,25776,28130,1000000,14,1444,FALSE
27657,25955,28336,1000000,14,1445,FALSE
28414,25739,28095,1000000,14,1446,FALSE
28132,25802,28161,1000000,14,1447,FALSE
28072,25812,28168,1000000,14,1448,FALSE
27918,25874,28243,1000000,14,1449,FALSE
28181,25816,28189,1000000,14,1450,FALSE
28620,25695,28052,1000000,14,1451,FALSE
27607,25967,28349,1000000,14,1452,FALSE
28042,25861,28241,1000000,14,1453,FALSE
28188,25789,28143,1000000,14,1454,FALSE
28077,25832,28202,1000000,14,1455,FALSE
28632,25680,28034,1000000,14,1456,FALSE
27843,25896,28266,1000000,14,1457,FALSE
28286,25773,28130,1000000,14,1458,FALSE
28241,25805,28182,1000000,14,1459,FALSE
28256,25793,28161,1000000,14,1460,FALSE
28189,25802,28168,1000000,14,1461,FALSE
28328,25762,28120,1000000,14,1462,FALSE
28238,25769,28116,1000000,14,1463,FALSE
27867,25882,28245,1000000,14,1464,FALSE
28143,25792,28142,1000000,14,1465,FALSE
27601,25985,28379,1000000,14,1466,FALSE
28308,25795,28168,1000000,14,1467,FALSE
28356,25750,28110,1000000,14,1468,FALSE
27819,25900,28271,1000000,14,1469,FALSE
28769,25652,28008,1000000,14,1470,FALSE
28308,25754,28110,1000000,14,1471,FALSE
28161,25805,28165,1000000,14,1472,FALSE
28202,25805,28175,1000000,14,1473,FALSE
28254,25777,28136,1000000,14,1474,FALSE
27980,25868,28242,1000000,14,1475,FALSE
27781,25929,28310,1000000,14,1476,FALSE
28330,25762,28120,1000000,14,1477,FALSE
28100,25817,28183,1000000,14,1478,FALSE
28324,25750,28103,1000000,14,1479,FALSE
28194,25809,28178,1000000,14,1480,FALSE
28394,25749,28114,1000000,14,1481,FALSE
28111,25834,28208,1000000,14,1482,FALSE
27690,25946,28328,1000000,14,1483,FALSE
28176,25810,28179,1000000,14,1484,FALSE
28099,25821,28184,1000000,14,1485,FALSE
27667,25959,28345,1000000,14,1486,FALSE
28173,25820,28192,1000000,14,1487,FALSE
27905,25892,28270,1000000,14,1488,FALSE
28234,25790,28153,1000000,14,1489,FALSE
28314,25772,28134,1000000,14,1490,FALSE
28392,25743,28101,1000000,14,1491,FALSE
28161,25821,28193,1000000,14,1492,FALSE
28557,25695,28048,1000000,14,1493,FALSE
28076,25843,28213,1000000,14,1494,FALSE
27822,25911,28290,1000000,14,1495,FALSE
27968,25860,28227,1000000,14,1496,FALSE
28597,25691,28050,1000000,14,1497,FALSE
28076,25850,28226,1000000,14,1498,FALSE
28083,25827,28196,1000000,14,1499,FALSE
28215,25802,28171,1000000,14,1500,FALSE
28258,25779,28145,1000000,14,1501,FALSE
28170,25805,28168,1000000,14,1502,FALSE
28089,25845,28221,1000000,14,1503,FALSE
28068,25843,28212,1000000,14,1504,FALSE
28278,25787,28155,1000000,14,1505,FALSE
28589,25705,28067,1000000,14,1506,FALSE
28187,25806,28170,1000000,14,1507,FALSE
28282,25780,28147,1000000,14,1508,FALSE
28279,25780,28143,1000000,14,1509,FALSE
27897,25892,28275,1000000,14,1510,FALSE
28256,25794,28159,1000000,14,1511,FALSE
28333,25781,28155,1000000,14,1512,FALSE
28345,25762,28121,1000000,14,1513,FALSE
28522,25725,28085,1000000,14,1514,FALSE
28279,25781,28142,1000000,14,1515,FALSE
28060,25851,28224,1000000,14,1516,FALSE
28316,25777,28144,1000000,14,1517,FALSE
28263,25765,28121,1000000,14,1518,FALSE
27723,25932,28309,1000000,14,1519,FALSE
27932,25857,28217,1000000,14,1520,FALSE
28187,25790,28144,1000000,14,1521,FALSE
28101,25810,28166,1000000,14,1522,FALSE
28246,25781,28139,1000000,14,1523,FALSE
28303,25781,28147,1000000,14,1524,FALSE
28236,25797,28164,1000000,14,1525,FALSE
28249,25785,28146,1000000,14,1526,FALSE
28274,25778,28142,1000000,14,1527,FALSE
28271,25791,28157,1000000,14,1528,FALSE
28188,25798,28157,1000000,14,1529,FALSE
28266,25759,28110,1000000,14,1530,FALSE
28614,25677,28024,1000000,14,1531,FALSE
27543,25985,28368,1000000,14,1532,FALSE
28602,25661,28000,1000000,14,1533,FALSE
27843,25892,28263,1000000,14,1534,FALSE
27896,25873,28235,1000000,14,1535,FALSE
28748,25652,28009,1000000,14,1536,FALSE
27779,25901,28269,1000000,14,1537,FALSE
28788,25630,27977,1000000,14,1538,FALSE
28017,25836,28202,1000000,14,1539,FALSE
27689,25943,28319,1000000,14,1540,FALSE
28293,25777,28140,1000000,14,1541,FALSE
28513,25719,28081,1000000,14,1542,FALSE
28296,25769,28129,1000000,14,1543,FALSE
28314,25755,28109,1000000,14,1544,FALSE
28308,25772,28138,1000000,14,1545,FALSE
28047,25858,28236,1000000,14,1546,FALSE
27550,26000,28387,1000000,14,1547,FALSE
28471,25717,28070,1000000,14,1548,FALSE
28031,25860,28233,1000000,14,1549,FALSE
28187,25819,28187,1000000,14,1550,FALSE
27870,25899,28277,1000000,14,1551,FALSE
28406,25727,28081,1000000,14,1552,FALSE
28165,25803,28165,1000000,14,1553,FALSE
28442,25736,28098,1000000,14,1554,FALSE
28092,25836,28212,1000000,14,1555,FALSE
28760,25631,27977,1000000,14,1556,FALSE
28121,25836,28213,1000000,14,1557,FALSE
28373,25748,28113,1000000,14,1558,FALSE
28506,25720,28079,1000000,14,1559,FALSE
27890,25889,28261,1000000,14,1560,FALSE
27969,25873,28249,1000000,14,1561,FALSE
28544,25701,28051,1000000,14,1562,FALSE
28201,25806,28173,1000000,14,1563,FALSE
28368,25746,28099,1000000,14,1564,FALSE
27850,25905,28287,1000000,14,1565,FALSE
28378,25762,28123,1000000,14,1566,FALSE
28221,25799,28162,1000000,14,1567,FALSE
28827,25622,27968,1000000,14,1568,FALSE
28122,25835,28212,1000000,14,1569,FALSE
28501,25697,28039,1000000,14,1570,FALSE
27519,25994,28377,1000000,14,1571,FALSE
27509,25985,28363,1000000,14,1572,FALSE
28105,25832,28203,1000000,14,1573,FALSE
28179,25802,28159,1000000,14,1574,FALSE
28333,25770,28137,1000000,14,1575,FALSE
28389,25748,28111,1000000,14,1576,FALSE
27878,25906,28289,1000000,14,1577,FALSE
27880,25900,28276,1000000,14,1578,FALSE
28004,25850,28219,1000000,14,1579,FALSE
27740,25919,28287,1000000,14,1580,FALSE
27881,25863,28220,1000000,14,1581,FALSE
28251,25788,28153,1000000,14,1582,FALSE
28170,25819,28189,1000000,14,1583,FALSE
28492,25712,28065,1000000,14,1584,FALSE
28592,25684,28034,1000000,14,1585,FALSE
27941,25875,28247,1000000,14,1586,FALSE
28236,25794,28158,1000000,14,1587,FALSE
28349,25752,28109,1000000,14,1588,FALSE
28412,25735,28091,1000000,14,1589,FALSE
27679,25972,28365,1000000,14,1590,FALSE
27736,25937,28318,1000000,14,1591,FALSE
27903,25897,28280,1000000,14,1592,FALSE
28378,25750,28109,1000000,14,1593,FALSE
28250,25796,28164,1000000,14,1594,FALSE
28320,25764,28123,1000000,14,1595,FALSE
28310,25762,28120,1000000,14,1596,FALSE
27988,25860,28230,1000000,14,1597,FALSE
27867,25906,28287,1000000,14,1598,FALSE
27996,25873,28256,1000000,14,1599,FALSE
27943,25877,28254,1000000,14,1600,FALSE
28048,25844,28213,1000000,14,1601,FALSE
27382,26019,28400,1000000,14,1602,FALSE
27861,25892,28260,1000000,14,1603,FALSE
28699,25657,28004,1000000,14,1604,FALSE
28171,25808,28175,1000000,14,1605,FALSE
28514,25708,28062,1000000,14,1606,FALSE
27993,25846,28203,1000000,14,1607,FALSE
28116,25802,28156,1000000,14,1608,FALSE
28248,25767,28120,1000000,14,1609,FALSE
27850,25902,28281,1000000,14,1610,FALSE
28338,25766,28129,1000000,14,1611,FALSE
27717,25943,28323,1000000,14,1612,FALSE
28397,25731,28082,1000000,14,1613,FALSE
28451,25734,28094,1000000,14,1614,FALSE
27776,25914,28289,1000000,14,1615,FALSE
27816,25905,28281,1000000,14,1616,FALSE
28391,25734,28089,1000000,14,1617,FALSE
27668,25943,28318,1000000,14,1618,FALSE
28176,25813,28178,1000000,14,1619,FALSE
27991,25854,28219,1000000,14,1620,FALSE
28305,25763,28115,1000000,14,1621,FALSE
27737,25910,28273,1000000,14,1622,FALSE
28015,25863,28234,1000000,14,1623,FALSE
27975,25856,28219,1000000,14,1624,FALSE
27976,25856,28222,1000000,14,1625,FALSE
28252,25810,28189,1000000,14,1626,FALSE
28145,25822,28192,1000000,14,1627,FALSE
28346,25762,28121,1000000,14,1628,FALSE
28558,25710,28072,1000000,14,1629,FALSE
28180,25817,28188,1000000,14,1630,FALSE
27892,25895,28273,1000000,14,1631,FALSE
28441,25725,28077,1000000,14,1632,FALSE
27978,25870,28248,1000000,14,1633,FALSE
27979,25842,28196,1000000,14,1634,FALSE
28065,25839,28210,1000000,14,1635,FALSE
28075,25819,28177,1000000,14,1636,FALSE
28177,25811,28184,1000000,14,1637,FALSE
28660,25673,28030,1000000,14,1638,FALSE
28069,25838,28205,1000000,14,1639,FALSE
27785,25912,28282,1000000,14,1640,FALSE
28330,25761,28121,1000000,14,1641,FALSE
27932,25874,28245,1000000,14,1642,FALSE
27709,25929,28302,1000000,14,1643,FALSE
28101,25810,28170,1000000,14,1644,FALSE
28570,25692,28042,1000000,14,1645,FALSE
28268,25783,28144,1000000,14,1646,FALSE
27851,25905,28281,1000000,14,1647,FALSE
27934,25858,28221,1000000,14,1648,FALSE
28412,25762,28128,1000000,14,1649,FALSE
28012,25864,28241,1000000,14,1650,FALSE
27787,25924,28306,1000000,14,1651,FALSE
27968,25864,28236,1000000,14,1652,FALSE
28230,25786,28150,1000000,14,1653,FALSE
28253,25783,28143,1000000,14,1654,FALSE
27978,25867,28238,1000000,14,1655,FALSE
28253,25788,28153,1000000,14,1656,FALSE
27939,25864,28228,1000000,14,1657,FALSE
28004,25863,28234,1000000,14,1658,FALSE
28451,25729,28088,1000000,14,1659,FALSE
27818,25914,28294,1000000,14,1660,FALSE
27761,25918,28292,1000000,14,1661,FALSE
28175,25822,28193,1000000,14,1662,FALSE
27959,25871,28241,1000000,14,1663,FALSE
27928,25873,28247,1000000,14,1664,FALSE
27979,25859,28225,1000000,14,1665,FALSE
28365,25769,28139,1000000,14,1666,FALSE
28585,25709,28072,1000000,14,1667,FALSE
28262,25792,28163,1000000,14,1668,FALSE
28223,25807,28176,1000000,14,1669,FALSE
28418,25762,28131,1000000,14,1670,FALSE
28374,25757,28118,1000000,14,1671,FALSE
27929,25891,28271,1000000,14,1672,FALSE
28235,25790,28157,1000000,14,1673,FALSE
27579,25970,28351,1000000,14,1674,FALSE
28602,25695,28052,1000000,14,1675,FALSE
28541,25712,28073,1000000,14,1676,FALSE
28068,25820,28181,1000000,14,1677,FALSE
28461,25730,28090,1000000,14,1678,FALSE
28018,25855,28223,1000000,14,1679,FALSE
28565,25700,28055,1000000,14,1680,FALSE
28412,25745,28106,1000000,14,1681,FALSE
28895,25603,27941,1000000,14,1682,FALSE
28118,25811,28168,1000000,14,1683,FALSE
28063,25798,28142,1000000,14,1684,FALSE
28443,25733,28092,1000000,14,1685,FALSE
28027,25856,28231,1000000,14,1686,FALSE
28160,25804,28170,1000000,14,1687,FALSE
28283,25766,28121,1000000,14,1688,FALSE
28468,25731,28095,1000000,14,1689,FALSE
27875,25884,28254,1000000,14,1690,FALSE
27619,25952,28320,1000000,14,1691,FALSE
27533,25990,28373,1000000,14,1692,FALSE
28842,25627,27977,1000000,14,1693,FALSE
28210,25811,28181,1000000,14,1694,FALSE
28147,25838,28216,1000000,14,1695,FALSE
28247,25789,28153,1000000,14,1696,FALSE
27814,25922,28309,1000000,14,1697,FALSE
28317,25777,28140,1000000,14,1698,FALSE
27689,25962,28344,1000000,14,1699,FALSE
27712,25939,28317,1000000,14,1700,FALSE
28184,25795,28156,1000000,14,1701,FALSE
28217,25791,28151,1000000,14,1702,FALSE
28401,25754,28114,1000000,14,1703,FALSE
28081,25830,28195,1000000,14,1704,FALSE
28389,25759,28130,1000000,14,1705,FALSE
28501,25708,28060,1000000,14,1706,FALSE
28116,25831,28201,1000000,14,1707,FALSE
28330,25752,28108,1000000,14,1708,FALSE
28463,25731,28086,1000000,14,1709,FALSE
27642,25943,28319,1000000,14,1710,FALSE
27774,25925,28306,1000000,14,1711,FALSE
27956,25879,28254,1000000,14,1712,FALSE
27766,25910,28282,1000000,14,1713,FALSE
27964,25860,28225,1000000,14,1714,FALSE
28218,25800,28165,1000000,14,1715,FALSE
28459,25735,28095,1000000,14,1716,FALSE
28521,25714,28070,1000000,14,1717,FALSE
28220,25789,28151,1000000,14,1718,FALSE
27826,25901,28270,1000000,14,1719,FALSE
28361,25763,28125,1000000,14,1720,FALSE
27877,25881,28252,1000000,14,1721,FALSE
28197,25806,28174,1000000,14,1722,FALSE
27986,25858,28230,1000000,14,1723,FALSE
28258,25781,28144,1000000,14,1724,FALSE
27558,25987,28373,1000000,14,1725,FALSE
27951,25874,28244,1000000,14,1726,FALSE
28291,25770,28131,1000000,14,1727,FALSE
28639,25689,28047,1000000,14,1728,FALSE
28209,25781,28140,1000000,14,1729,FALSE
28289,25784,28148,1000000,14,1730,FALSE
28649,25693,28053,1000000,14,1731,FALSE
28331,25765,28126,1000000,14,1732,FALSE
28138,25801,28153,1000000,14,1733,FALSE
28129,25798,28154,1000000,14,1734,FALSE
28126,25812,28180,1000000,14,1735,FALSE
28349,25764,28123,1000000,14,1736,FALSE
28643,25690,28050,1000000,14,1737,FALSE
27970,25875,28249,1000000,14,1738,FALSE
28393,25755,28117,1000000,14,1739,FALSE
28452,25748,28114,1000000,14,1740,FALSE
28063,25854,28227,1000000,14,1741,FALSE
27856,25903,28281,1000000,14,1742,FALSE
28310,25780,28144,1000000,14,1743,FALSE
28213,25797,28159,1000000,14,1744,FALSE
28037,25824,28178,1000000,14,1745,FALSE
28457,25741,28104,1000000,14,1746,FALSE
28249,25802,28177,1000000,14,1747,FALSE
27988,25857,28227,1000000,14,1748,FALSE
28573,25696,28051,1000000,14,1749,FALSE
28295,25782,28149,1000000,14,1750,FALSE
27800,25926,28310,1000000,14,1751,FALSE
28652,25680,28040,1000000,14,1752,FALSE
27860,25897,28270,1000000,14,1753,FALSE
28575,25688,28041,1000000,14,1754,FALSE
27843,25904,28282,1000000,14,1755,FALSE
28329,25756,28111,1000000,14,1756,FALSE
28127,25814,28178,1000000,14,1757,FALSE
28602,25692,28046,1000000,14,1758,FALSE
28097,25840,28213,1000000,14,1759,FALSE
28248,25786,28156,1000000,14,1760,FALSE
28112,25829,28197,1000000,14,1761,FALSE
28625,25684,28037,1000000,14,1762,FALSE
27909,25877,28250,1000000,14,1763,FALSE
28194,25807,28175,1000000,14,1764,FALSE
28321,25750,28103,1000000,14,1765,FALSE
28023,25837,28199,1000000,14,1766,FALSE
28151,25813,28174,1000000,14,1767,FALSE
28434,25750,28116,1000000,14,1768,FALSE
27926,25882,28260,1000000,14,1769,FALSE
28201,25796,28160,1000000,14,1770,FALSE
28206,25807,28178,1000000,14,1771,FALSE
28587,25705,28064,1000000,14,1772,FALSE
28067,25843,28218,1000000,14,1773,FALSE
27745,25927,28302,1000000,14,1774,FALSE
28368,25739,28094,1000000,14,1775,FALSE
27910,25873,28240,1000000,14,1776,FALSE
28725,25642,27985,1000000,14,1777,FALSE
27748,25951,28340,1000000,14,1778,FALSE
27935,25873,28248,1000000,14,1779,FALSE
28111,25805,28159,1000000,14,1780,FALSE
28519,25707,28063,1000000,14,1781,FALSE
28266,25777,28141,1000000,14,1782,FALSE
28026,25844,28210,1000000,14,1783,FALSE
28058,25845,28214,1000000,14,1784,FALSE
28430,25731,28083,1000000,14,1785,FALSE
28321,25773,28138,1000000,14,1786,FALSE
28098,25825,28195,1000000,14,1787,FALSE
27975,25869,28241,1000000,14,1788,FALSE
28017,25861,28234,1000000,14,1789,FALSE
27974,25870,28245,1000000,14,1790,FALSE
28669,25659,28002,1000000,14,1791,FALSE
27533,25990,28377,1000000,14,1792,FALSE
27964,25885,28268,1000000,14,1793,FALSE
28193,25806,28172,1000000,14,1794,FALSE
28362,25766,28129,1000000,14,1795,FALSE
27948,25866,28237,1000000,14,1796,FALSE
27996,25859,28226,1000000,14,1797,FALSE
28319,25759,28119,1000000,14,1798,FALSE
28054,25848,28218,1000000,14,1799,FALSE
28052,25847,28219,1000000,14,1800,FALSE
28177,25809,28176,1000000,14,1801,FALSE
28467,25720,28072,1000000,14,1802,FALSE
27660,25957,28333,1000000,14,1803,FALSE
28400,25746,28106,1000000,14,1804,FALSE
28314,25784,28153,1000000,14,1805,FALSE
28213,25796,28163,1000000,14,1806,FALSE
27988,25856,28224,1000000,14,1807,FALSE
28506,25738,28103,1000000,14,1808,FALSE
28227,25796,28166,1000000,14,1809,FALSE
28087,25839,28208,1000000,14,1810,FALSE
27992,25879,28264,1000000,14,1811,FALSE
28064,25829,28194,1000000,14,1812,FALSE
28263,25782,28142,1000000,14,1813,FALSE
28089,25839,28210,1000000,14,1814,FALSE
28192,25800,28168,1000000,14,1815,FALSE
28376,25745,28103,1000000,14,1816,FALSE
28318,25751,28103,1000000,14,1817,FALSE
27645,25976,28369,1000000,14,1818,FALSE
28202,25792,28153,1000000,14,1819,FALSE
28054,25848,28221,1000000,14,1820,FALSE
28084,25829,28192,1000000,14,1821,FALSE
28404,25744,28102,1000000,14,1822,FALSE
27941,25890,28270,1000000,14,1823,FALSE
28240,25795,28161,1000000,14,1824,FALSE
27866,25900,28274,1000000,14,1825,FALSE
27910,25858,28216,1000000,14,1826,FALSE
28067,25838,28207,1000000,14,1827,FALSE
28066,25835,28201,1000000,14,1828,FALSE
28247,25799,28170,1000000,14,1829,FALSE
28498,25721,28077,1000000,14,1830,FALSE
28500,25708,28060,1000000,14,1831,FALSE
27725,25934,28309,1000000,14,1832,FALSE
28011,25848,28211,1000000,14,1833,FALSE
