avert_true,avert_m1,avert_m3,nsam,lag,seed,deterministic
27936,25856,28217,1000000,14,4844,FALSE
27981,25869,28247,1000000,14,4845,FALSE
27747,25934,28313,1000000,14,4846,FALSE
28280,25781,28146,1000000,14,4847,FALSE
28200,25803,28168,1000000,14,4848,FALSE
28357,25765,28132,1000000,14,4849,FALSE
28275,25787,28156,1000000,14,4850,FALSE
27677,25955,28339,1000000,14,4851,FALSE
28081,25838,28209,1000000,14,4852,FALSE
28313,25781,28146,1000000,14,4853,FALSE
27686,25950,28335,1000000,14,4854,FALSE
28107,25827,28195,1000000,14,4855,FALSE
27656,25966,28350,1000000,14,4856,FALSE
27928,25882,28257,1000000,14,4857,FALSE
27892,25892,28269,1000000,14,4858,FALSE
28212,25806,28180,1000000,14,4859,FALSE
28169,25809,28176,1000000,14,4860,FALSE
28221,25805,28174,1000000,14,4861,FALSE
28222,25805,28173,1000000,14,4862,FALSE
28330,25766,28129,1000000,14,4863,FALSE
28014,25847,28213,1000000,14,4864,FALSE
28380,25747,28108,1000000,14,4865,FALSE
28136,25803,28158,1000000,14,4866,FALSE
27770,25920,28296,1000000,14,4867,FALSE
28387,25736,28091,1000000,14,4868,FALSE
28339,25768,28134,1000000,14,4869,FALSE
27868,25891,28264,1000000,14,4870,FALSE
27861,25898,28276,1000000,14,4871,FALSE
28431,25739,28101,1000000,14,4872,FALSE
28211,25802,28166,1000000,14,4873,FALSE
28122,25819,28185,1000000,14,4874,FALSE
28498,25704,28057,1000000,14,4875,FALSE
28383,25746,28102,1000000,14,4876,FALSE
27928,25890,28269,1000000,14,4877,FALSE
27493,26002,28385,1000000,14,4878,FALSE
28270,25793,28165,1000000,14,4879,FALSE
28094,25826,28194,1000000,14,4880,FALSE
27924,25885,28255,1000000,14,4881,FALSE
28394,25748,28109,1000000,14,4882,FALSE
28010,25848,28214,1000000,14,4883,FALSE
27904,25871,28239,1000000,14,4884,FALSE
28253,25788,28154,1000000,14,4885,FALSE
28594,25681,28028,1000000,14,4886,FALSE
28570,25709,28073,1000000,14,4887,FALSE
28099,25811,28170,1000000,14,4888,FALSE
28347,25753,28110,1000000,14,4889,FALSE
28306,25767,28127,1000000,14,4890,FALSE
28338,25771,28143,1000000,14,4891,FALSE
28269,25782,28143,1000000,14,4892,FALSE
27962,25886,28265,1000000,14,4893,FALSE
28142,25827,28197,1000000,14,4894,FALSE
28464,25705,28051,1000000,14,4895,FALSE
27846,25902,28282,1000000,14,4896,FALSE
27521,25976,28353,1000000,14,4897,FALSE
27538,25991,28375,1000000,14,4898,FALSE
28141,25817,28184,1000000,14,4899,FALSE
28141,25803,28160,1000000,14,4900,FALSE
27792,25914,28288,1000000,14,4901,FALSE
27491,26001,28387,1000000,14,4902,FALSE
28366,25746,28104,1000000,14,4903,FALSE
28123,25814,28174,1000000,14,4904,FALSE
28251,25792,28155,1000000,14,4905,FALSE
28132,25801,28155,1000000,14,4906,FALSE
27949,25870,28243,1000000,14,4907,FALSE
28118,25828,28200,1000000,14,4908,FALSE
27923,25876,28248,1000000,14,4909,FALSE
28271,25768,28124,1000000,14,4910,FALSE
28143,25808,28169,1000000,14,4911,FALSE
27817,25910,28285,1000000,14,4912,FALSE
28495,25700,28044,1000000,14,4913,FALSE
28293,25785,28159,1000000,14,4914,FALSE
28606,25684,28040,1000000,14,4915,FALSE
28253,25792,28162,1000000,14,4916,FALSE
28400,25755,28118,1000000,14,4917,FALSE
28656,25672,28024,1000000,14,4918,FALSE
27741,25943,28330,1000000,14,4919,FALSE
28347,25758,28116,1000000,14,4920,FALSE
28092,25838,28210,1000000,14,4921,FALSE
28134,25825,28195,1000000,14,4922,FALSE
28034,25856,28232,1000000,14,4923,FALSE
28025,25845,28210,1000000,14,4924,FALSE
28690,25672,28023,1000000,14,4925,FALSE
28439,25736,28094,1000000,14,4926,FALSE
27874,25891,28266,1000000,14,4927,FALSE
28075,25844,28215,1000000,14,4928,FALSE
28347,25764,28123,1000000,14,4929,FALSE
28488,25711,28060,1000000,14,4930,FALSE
28132,25805,28166,1000000,14,4931,FALSE
28649,25675,28027,1000000,14,4932,FALSE
27667,25949,28327,1000000,14,4933,FALSE
28228,25780,28139,1000000,14,4934,FALSE
27696,25947,28330,1000000,14,4935,FALSE
27634,25967,28353,1000000,14,4936,FALSE
28389,25759,28129,1000000,14,4937,FALSE
27946,25885,28261,1000000,14,4938,FALSE
28292,25774,28134,1000000,14,4939,FALSE
28313,25764,28126,1000000,14,4940,FALSE
28011,25844,28210,1000000,14,4941,FALSE
28317,25784,28154,1000000,14,4942,FALSE
28153,25820,28190,1000000,14,4943,FALSE
27725,25919,28292,1000000,14,4944,FALSE
28256,25785,28148,1000000,14,4945,FALSE
28481,25747,28119,1000000,14,4946,FALSE
28218,25794,28156,1000000,14,4947,FALSE
27954,25850,28212,1000000,14,4948,FALSE
28177,25799,28159,1000000,14,4949,FALSE
27756,25936,28320,1000000,14,4950,FALSE
28125,25809,28169,1000000,14,4951,FALSE
28253,25788,28155,1000000,14,4952,FALSE
27835,25898,28270,1000000,14,4953,FALSE
27985,25860,28228,1000000,14,4954,FALSE
28229,25779,28139,1000000,14,4955,FALSE
27892,25897,28277,1000000,14,4956,FALSE
28692,25668,28022,1000000,14,4957,FALSE
28133,25811,28174,1000000,14,4958,FALSE
27850,25910,28293,1000000,14,4959,FALSE
28621,25699,28060,1000000,14,4960,FALSE
28415,25754,28119,1000000,14,4961,FALSE
27766,25915,28285,1000000,14,4962,FALSE
28430,25735,28093,1000000,14,4963,FALSE
27842,25903,28285,1000000,14,4964,FALSE
28245,25774,28130,1000000,14,4965,FALSE
28016,25843,28209,1000000,14,4966,FALSE
28238,25775,28130,1000000,14,4967,FALSE
28426,25741,28101,1000000,14,4968,FALSE
28115,25818,28180,1000000,14,4969,FALSE
27874,25858,28213,1000000,14,4970,FALSE
27956,25856,28219,1000000,14,4971,FALSE
27833,25914,28301,1000000,14,4972,FALSE
28262,25780,28142,1000000,14,4973,FALSE
27797,25927,28312,1000000,14,4974,FALSE
28375,25751,28113,1000000,14,4975,FALSE
27670,25944,28322,1000000,14,4976,FALSE
27861,25915,28300,1000000,14,4977,FALSE
27784,25906,28276,1000000,14,4978,FALSE
28362,25746,28102,1000000,14,4979,FALSE
27487,26002,28386,1000000,14,4980,FALSE
27862,25882,28252,1000000,14,4981,FALSE
28327,25766,28127,1000000,14,4982,FALSE
28148,25819,28188,1000000,14,4983,FALSE
28515,25711,28065,1000000,14,4984,FALSE
28264,25782,28145,1000000,14,4985,FALSE
28087,25824,28190,1000000,14,4986,FALSE
28415,25754,28119,1000000,14,4987,FALSE
28316,25789,28163,1000000,14,4988,FALSE
27846,25892,28264,1000000,14,4989,FALSE
28142,25824,28192,1000000,14,4990,FALSE
27782,25919,28293,1000000,14,4991,FALSE
27845,25883,28251,1000000,14,4992,FALSE
28183,25792,28151,1000000,14,4993,FALSE
27653,25976,28366,1000000,14,4994,FALSE
28352,25744,28099,1000000,14,4995,FALSE
27757,25942,28329,1000000,14,4996,FALSE
27922,25866,28235,1000000,14,4997,FALSE
28284,25775,28139,1000000,14,4998,FALSE
28334,25758,28120,1000000,14,4999,FALSE
28202,25817,28190,1000000,14,5000,FALSE
28648,25676,28027,1000000,14,5001,FALSE
28551,25713,28075,1000000,14,5002,FALSE
27680,25952,28333,1000000,14,5003,FALSE
28483,25706,28054,1000000,14,5004,FALSE
27903,25880,28244,1000000,14,5005,FALSE
27862,25877,28241,1000000,14,5006,FALSE
28276,25786,28152,1000000,14,5007,FALSE
28137,25833,28204,1000000,14,5008,FALSE
28432,25740,28102,1000000,14,5009,FALSE
27746,25905,28272,1000000,14,5010,FALSE
27944,25875,28249,1000000,14,5011,FALSE
28211,25812,28182,1000000,14,5012,FALSE
28563,25714,28076,1000000,14,5013,FALSE
28463,25717,28069,1000000,14,5014,FALSE
28386,25726,28075,1000000,14,5015,FALSE
28911,25592,27931,1000000,14,5016,FALSE
28115,25807,28165,1000000,14,5017,FALSE
28561,25694,28044,1000000,14,5018,FALSE
27904,25893,28274,1000000,14,5019,FALSE
27743,25903,28260,1000000,14,5020,FALSE
27538,25995,28383,1000000,14,5021,FALSE
28210,25791,28152,1000000,14,5022,FALSE
28030,25837,28199,1000000,14,5023,FALSE
28160,25796,28153,1000000,14,5024,FALSE
28090,25837,28205,1000000,14,5025,FALSE
28462,25734,28094,1000000,14,5026,FALSE
28649,25675,28029,1000000,14,5027,FALSE
27927,25859,28222,1000000,14,5028,FALSE
28382,25755,28119,1000000,14,5029,FALSE
28264,25788,28154,1000000,14,5030,FALSE
27777,25917,28285,1000000,14,5031,FALSE
28056,25839,28210,1000000,14,5032,FALSE
28561,25728,28097,1000000,14,5033,FALSE
27978,25854,28221,1000000,14,5034,FALSE
27905,25891,28270,1000000,14,5035,FALSE
28487,25712,28059,1000000,14,5036,FALSE
27418,26030,28423,1000000,14,5037,FALSE
27751,25927,28302,1000000,14,5038,FALSE
27748,25940,28325,1000000,14,5039,FALSE
27555,25989,28370,1000000,14,5040,FALSE
27946,25870,28242,1000000,14,5041,FALSE
28032,25855,28233,1000000,14,5042,FALSE
27734,25924,28301,1000000,14,5043,FALSE
28302,25769,28127,1000000,14,5044,FALSE
28134,25821,28191,1000000,14,5045,FALSE
27827,25901,28273,1000000,14,5046,FALSE
28414,25767,28139,1000000,14,5047,FALSE
28198,25800,28164,1000000,14,5048,FALSE
28142,25815,28178,1000000,14,5049,FALSE
27963,25869,28244,1000000,14,5050,FALSE
28103,25822,28188,1000000,14,5051,FALSE
27787,25909,28284,1000000,14,5052,FALSE
28222,25778,28135,1000000,14,5053,FALSE
27993,25885,28267,1000000,14,5054,FALSE
28085,25833,28202,1000000,14,5055,FALSE
28374,25752,28114,1000000,14,5056,FALSE
28569,25702,28065,1000000,14,5057,FALSE
28398,25747,28112,1000000,14,5058,FALSE
28711,25662,28014,1000000,14,5059,FALSE
27922,25889,28266,1000000,14,5060,FALSE
28644,25692,28053,1000000,14,5061,FALSE
28076,25826,28188,1000000,14,5062,FALSE
27656,25974,28367,1000000,14,5063,FALSE
28214,25804,28172,1000000,14,5064,FALSE
28318,25770,28132,1000000,14,5065,FALSE
27998,25863,28235,1000000,14,5066,FALSE
28066,25826,28186,1000000,14,5067,FALSE
28114,25824,28191,1000000,14,5068,FALSE
27710,25934,28314,1000000,14,5069,FALSE
28588,25678,28026,1000000,14,5070,FALSE
28543,25693,28040,1000000,14,5071,FALSE
27799,25914,28292,1000000,14,5072,FALSE
27812,25900,28272,1000000,14,5073,FALSE
27758,25934,28316,1000000,14,5074,FALSE
27824,25901,28275,1000000,14,5075,FALSE
28266,25795,28169,1000000,14,5076,FALSE
28429,25725,28078,1000000,14,5077,FALSE
27971,25868,28238,1000000,14,5078,FALSE
28150,25802,28164,1000000,14,5079,FALSE
28312,25761,28117,1000000,14,5080,FALSE
28136,25834,28204,1000000,14,5081,FALSE
28084,25840,28212,1000000,14,5082,FALSE
27880,25900,28278,1000000,14,5083,FALSE
27938,25886,28262,1000000,14,5084,FALSE
27921,25877,28252,1000000,14,5085,FALSE
28558,25702,28058,1000000,14,5086,FALSE
27838,25895,28269,1000000,14,5087,FALSE
28255,25788,28147,1000000,14,5088,FALSE
28538,25731,28100,1000000,14,5089,FALSE
28321,25752,28106,1000000,14,5090,FALSE
28243,25787,28148,1000000,14,5091,FALSE
27976,25874,28253,1000000,14,5092,FALSE
28554,25690,28037,1000000,14,5093,FALSE
28374,25761,28124,1000000,14,5094,FALSE
28275,25776,28136,1000000,14,5095,FALSE
28360,25756,28118,1000000,14,5096,FALSE
28540,25711,28072,1000000,14,5097,FALSE
28432,25742,28101,1000000,14,5098,FALSE
27909,25887,28263,1000000,14,5099,FALSE
28055,25827,28186,1000000,14,5100,FALSE
27128,26094,28484,1000000,14,5101,FALSE
27851,25896,28267,1000000,14,5102,FALSE
28039,25845,28212,1000000,14,5103,FALSE
28323,25769,28134,1000000,14,5104,FALSE
28136,25820,28186,1000000,14,5105,FALSE
28211,25811,28183,1000000,14,5106,FALSE
28310,25767,28127,1000000,14,5107,FALSE
28023,25836,28200,1000000,14,5108,FALSE
28038,25856,28229,1000000,14,5109,FALSE
27811,25903,28277,1000000,14,5110,FALSE
28111,25842,28222,1000000,14,5111,FALSE
27892,25893,28270,1000000,14,5112,FALSE
28249,25796,28168,1000000,14,5113,FALSE
28360,25752,28113,1000000,14,5114,FALSE
28284,25787,28155,1000000,14,5115,FALSE
28228,25802,28172,1000000,14,5116,FALSE
28384,25742,28101,1000000,14,5117,FALSE
28274,25787,28157,1000000,14,5118,FALSE
27961,25881,28262,1000000,14,5119,FALSE
27696,25945,28326,1000000,14,5120,FALSE
27712,25941,28323,1000000,14,5121,FALSE
28191,25814,28182,1000000,14,5122,FALSE
28620,25683,28036,1000000,14,5123,FALSE
28127,25824,28189,1000000,14,5124,FALSE
28217,25807,28174,1000000,14,5125,FALSE
28923,25596,27933,1000000,14,5126,FALSE
27941,25856,28217,1000000,14,5127,FALSE
27923,25878,28252,1000000,14,5128,FALSE
28302,25778,28142,1000000,14,5129,FALSE
28063,25846,28216,1000000,14,5130,FALSE
28207,25802,28166,1000000,14,5131,FALSE
28160,25832,28211,1000000,14,5132,FALSE
28005,25862,28238,1000000,14,5133,FALSE
28380,25726,28072,1000000,14,5134,FALSE
27744,25916,28288,1000000,14,5135,FALSE
28281,25786,28153,1000000,14,5136,FALSE
28504,25735,28099,1000000,14,5137,FALSE
27600,25980,28366,1000000,14,5138,FALSE
28391,25748,28111,1000000,14,5139,FALSE
28139,25824,28193,1000000,14,5140,FALSE
28668,25674,28027,1000000,14,5141,FALSE
28082,25831,28197,1000000,14,5142,FALSE
28093,25825,28186,1000000,14,5143,FALSE
27963,25869,28241,1000000,14,5144,FALSE
28518,25713,28073,1000000,14,5145,FALSE
28550,25697,28051,1000000,14,5146,FALSE
28504,25737,28108,1000000,14,5147,FALSE
28252,25783,28145,1000000,14,5148,FALSE
28115,25830,28200,1000000,14,5149,FALSE
28462,25714,28063,1000000,14,5150,FALSE
27726,25955,28346,1000000,14,5151,FALSE
28348,25762,28118,1000000,14,5152,FALSE
28141,25816,28179,1000000,14,5153,FALSE
28364,25764,28129,1000000,14,5154,FALSE
27977,25866,28240,1000000,14,5155,FALSE
27810,25915,28295,1000000,14,5156,FALSE
28150,25814,28179,1000000,14,5157,FALSE
28541,25690,28035,1000000,14,5158,FALSE
28235,25789,28149,1000000,14,5159,FALSE
28154,25823,28195,1000000,14,5160,FALSE
28011,25848,28218,1000000,14,5161,FALSE
28327,25762,28123,1000000,14,5162,FALSE
28546,25684,28027,1000000,14,5163,FALSE
28492,25710,28061,1000000,14,5164,FALSE
27995,25865,28243,1000000,14,5165,FALSE
28061,25842,28208,1000000,14,5166,FALSE
27502,25979,28349,1000000,14,5167,FALSE
28499,25701,28046,1000000,14,5168,FALSE
28152,25818,28182,1000000,14,5169,FALSE
28472,25720,28076,1000000,14,5170,FALSE
28018,25813,28161,1000000,14,5171,FALSE
27884,25909,28294,1000000,14,5172,FALSE
27724,25935,28312,1000000,14,5173,FALSE
28529,25703,28056,1000000,14,5174,FALSE
27648,25961,28342,1000000,14,5175,FALSE
27927,25885,28261,1000000,14,5176,FALSE
27895,25912,28297,1000000,14,5177,FALSE
28112,25816,28175,1000000,14,5178,FALSE
27608,25951,28322,1000000,14,5179,FALSE
28419,25744,28105,1000000,14,5180,FALSE
28283,25790,28159,1000000,14,5181,FALSE
28196,25795,28157,1000000,14,5182,FALSE
27811,25925,28311,1000000,14,5183,FALSE
28008,25851,28222,1000000,14,5184,FALSE
28398,25747,28108,1000000,14,5185,FALSE
28260,25768,28125,1000000,14,5186,FALSE
28307,25784,28154,1000000,14,5187,FALSE
27500,26000,28384,1000000,14,5188,FALSE
28144,25822,28191,1000000,14,5189,FALSE
28075,25848,28222,1000000,14,5190,FALSE
28211,25807,28172,1000000,14,5191,FALSE
28062,25837,28202,1000000,14,5192,FALSE
28155,25814,28183,1000000,14,5193,FALSE
28258,25798,28168,1000000,14,5194,FALSE
27907,25887,28259,1000000,14,5195,FALSE
27822,25906,28284,1000000,14,5196,FALSE
28154,25827,28199,1000000,14,5197,FALSE
27936,25857,28220,1000000,14,5198,FALSE
27898,25891,28265,1000000,14,5199,FALSE
27673,25940,28314,1000000,14,5200,FALSE
27969,25866,28236,1000000,14,5201,FALSE
28118,25812,28175,1000000,14,5202,FALSE
28586,25683,28030,1000000,14,5203,FALSE
28384,25743,28102,1000000,14,5204,FALSE
28318,25767,28129,1000000,14,5205,FALSE
28757,25645,27995,1000000,14,5206,FALSE
27913,25883,28263,1000000,14,5207,FALSE
28519,25707,28065,1000000,14,5208,FALSE
28141,25815,28183,1000000,14,5209,FALSE
28433,25753,28122,1000000,14,5210,FALSE
28061,25849,28223,1000000,14,5211,FALSE
27860,25885,28253,1000000,14,5212,FALSE
28313,25766,28125,1000000,14,5213,FALSE
28108,25823,28190,1000000,14,5214,FALSE
28351,25743,28094,1000000,14,5215,FALSE
28235,25807,28182,1000000,14,5216,FALSE
27997,25855,28226,1000000,14,5217,FALSE
28026,25881,28270,1000000,14,5218,FALSE
28256,25784,28142,1000000,14,5219,FALSE
27649,25983,28381,1000000,14,5220,FALSE
28433,25750,28118,1000000,14,5221,FALSE
28224,25807,28181,1000000,14,5222,FALSE
28119,25821,28187,1000000,14,5223,FALSE
27855,25919,28307,1000000,14,5224,FALSE
27958,25898,28284,1000000,14,5225,FALSE
28135,25815,28179,1000000,14,5226,FALSE
28353,25754,28111,1000000,14,5227,FALSE
28233,25800,28167,1000000,14,5228,FALSE
28187,25803,28166,1000000,14,5229,FALSE
27799,25909,28281,1000000,14,5230,FALSE
28363,25755,28114,1000000,14,5231,FALSE
28436,25744,28105,1000000,14,5232,FALSE
28262,25795,28164,1000000,14,5233,FALSE
27570,25995,28387,1000000,14,5234,FALSE
28373,25740,28094,1000000,14,5235,FALSE
28055,25839,28203,1000000,14,5236,FALSE
28026,25841,28204,1000000,14,5237,FALSE
28689,25648,27989,1000000,14,5238,FALSE
28160,25823,28193,1000000,14,5239,FALSE
28553,25703,28057,1000000,14,5240,FALSE
28133,25815,28178,1000000,14,5241,FALSE
28579,25678,28026,1000000,14,5242,FALSE
28448,25740,28108,1000000,14,5243,FALSE
27477,26003,28389,1000000,14,5244,FALSE
28200,25795,28156,1000000,14,5245,FALSE
28215,25772,28121,1000000,14,5246,FALSE
28171,25821,28194,1000000,14,5247,FALSE
28289,25783,28144,1000000,14,5248,FALSE
28110,25833,28204,1000000,14,5249,FALSE
27818,25903,28277,1000000,14,5250,FALSE
27904,25895,28271,1000000,14,5251,FALSE
28314,25760,28121,1000000,14,5252,FALSE
28066,25848,28222,1000000,14,5253,FALSE
28194,25808,28177,1000000,14,5254,FALSE
28290,25766,28124,1000000,14,5255,FALSE
28396,25740,28096,1000000,14,5256,FALSE
28086,25820,28178,1000000,14,5257,FALSE
27962,25879,28261,1000000,14,5258,FALSE
28023,25861,28237,1000000,14,5259,FALSE
27914,25889,28266,1000000,14,5260,FALSE
28657,25679,28036,1000000,14,5261,FALSE
28210,25787,28150,1000000,14,5262,FALSE
27960,25868,28242,1000000,14,5263,FALSE
28384,25729,28081,1000000,14,5264,FALSE
27916,25880,28257,1000000,14,5265,FALSE
28189,25806,28175,1000000,14,5266,FALSE
28397,25748,28107,1000000,14,5267,FALSE
27378,26050,28446,1000000,14,5268,FALSE
27879,25895,28270,1000000,14,5269,FALSE
27560,25982,28366,1000000,14,5270,FALSE
27817,25900,28271,1000000,14,5271,FALSE
27997,25857,28225,1000000,14,5272,FALSE
28076,25835,28204,1000000,14,5273,FALSE
27968,25856,28225,1000000,14,5274,FALSE
27571,25972,28355,1000000,14,5275,FALSE
28584,25693,28048,1000000,14,5276,FALSE
28183,25812,28178,1000000,14,5277,FALSE
28146,25818,28182,1000000,14,5278,FALSE
28312,25781,28150,1000000,14,5279,FALSE
28285,25770,28126,1000000,14,5280,FALSE
27834,25924,28311,1000000,14,5281,FALSE
28793,25622,27964,1000000,14,5282,FALSE
28235,25801,28173,1000000,14,5283,FALSE
27788,25894,28260,1000000,14,5284,FALSE
28002,25841,28205,1000000,14,5285,FALSE
27962,25882,28262,1000000,14,5286,FALSE
27883,25866,28230,1000000,14,5287,FALSE
28172,25805,28169,1000000,14,5288,FALSE
27707,25941,28320,1000000,14,5289,FALSE
27798,25924,28308,1000000,14,5290,FALSE
29067,25544,27875,1000000,14,5291,FALSE
27707,25951,28332,1000000,14,5292,FALSE
28201,25781,28136,1000000,14,5293,FALSE
28353,25750,28103,1000000,14,5294,FALSE
28072,25834,28196,1000000,14,5295,FALSE
28409,25742,28103,1000000,14,5296,FALSE
28396,25728,28075,1000000,14,5297,FALSE
27489,25983,28357,1000000,14,5298,FALSE
27785,25926,28307,1000000,14,5299,FALSE
28003,25864,28235,1000000,14,5300,FALSE
28429,25719,28067,1000000,14,5301,FALSE
28049,25849,28223,1000000,14,5302,FALSE
28044,25863,28246,1000000,14,5303,FALSE
28296,25775,28136,1000000,14,5304,FALSE
27748,25930,28306,1000000,14,5305,FALSE
28248,25784,28144,1000000,14,5306,FALSE
28307,25786,28157,1000000,14,5307,FALSE
28256,25770,28123,1000000,14,5308,FALSE
28290,25778,28144,1000000,14,5309,FALSE
28154,25810,28169,1000000,14,5310,FALSE
28763,25633,27979,1000000,14,5311,FALSE
28371,25761,28121,1000000,14,5312,FALSE
27927,25871,28242,1000000,14,5313,FALSE
28585,25705,28067,1000000,14,5314,FALSE
28118,25828,28199,1000000,14,5315,FALSE
28109,25810,28170,1000000,14,5316,FALSE
28372,25734,28084,1000000,14,5317,FALSE
27821,25915,28295,1000000,14,5318,FALSE
28057,25836,28197,1000000,14,5319,FALSE
28331,25762,28126,1000000,14,5320,FALSE
28216,25798,28163,1000000,14,5321,FALSE
28790,25638,27990,1000000,14,5322,FALSE
28131,25821,28186,1000000,14,5323,FALSE
28251,25785,28144,1000000,14,5324,FALSE
27853,25896,28273,1000000,14,5325,FALSE
28448,25741,28104,1000000,14,5326,FALSE
28522,25710,28068,1000000,14,5327,FALSE
27905,25884,28254,1000000,14,5328,FALSE
27872,25901,28282,1000000,14,5329,FALSE
28819,25626,27971,1000000,14,5330,FALSE
28155,25803,28161,1000000,14,5331,FALSE
28214,25804,28171,1000000,14,5332,FALSE
27931,25881,28252,1000000,14,5333,FALSE
28139,25820,28190,1000000,14,5334,FALSE
28114,25840,28216,1000000,14,5335,FALSE
28024,25854,28225,1000000,14,5336,FALSE
28237,25787,28149,1000000,14,5337,FALSE
28262,25776,28133,1000000,14,5338,FALSE
27565,25981,28368,1000000,14,5339,FALSE
28234,25789,28156,1000000,14,5340,FALSE
28040,25843,28213,1000000,14,5341,FALSE
28027,25852,28225,1000000,14,5342,FALSE
28258,25779,28138,1000000,14,5343,FALSE
27921,25886,28267,1000000,14,5344,FALSE
28006,25856,28222,1000000,14,5345,FALSE
27586,25997,28393,1000000,14,5346,FALSE
27823,25902,28271,1000000,14,5347,FALSE
27617,25950,28322,1000000,14,5348,FALSE
27961,25853,28216,1000000,14,5349,FALSE
28233,25770,28117,1000000,14,5350,FALSE
28533,25701,28051,1000000,14,5351,FALSE
28719,25654,28005,1000000,14,5352,FALSE
27864,25884,28248,1000000,14,5353,FALSE
27888,25894,28274,1000000,14,5354,FALSE
28043,25828,28184,1000000,14,5355,FALSE
28275,25788,28161,1000000,14,5356,FALSE
27947,25869,28244,1000000,14,5357,FALSE
27720,25927,28304,1000000,14,5358,FALSE
27918,25875,28244,1000000,14,5359,FALSE
28408,25745,28104,1000000,14,5360,FALSE
27913,25865,28232,1000000,14,5361,FALSE
27771,25925,28302,1000000,14,5362,FALSE
28321,25767,28129,1000000,14,5363,FALSE
28375,25741,28093,1000000,14,5364,FALSE
27725,25930,28305,1000000,14,5365,FALSE
28089,25822,28183,1000000,14,5366,FALSE
28724,25674,28035,1000000,14,5367,FALSE
27532,25978,28359,1000000,14,5368,FALSE
27604,25953,28329,1000000,14,5369,FALSE
27887,25878,28248,1000000,14,5370,FALSE
28291,25761,28109,1000000,14,5371,FALSE
27795,25922,28298,1000000,14,5372,FALSE
27921,25877,28250,1000000,14,5373,FALSE
28408,25748,28108,1000000,14,5374,FALSE
28368,25750,28109,1000000,14,5375,FALSE
28180,25800,28164,1000000,14,5376,FALSE
27873,25895,28266,1000000,14,5377,FALSE
28336,25750,28102,1000000,14,5378,FALSE
28417,25729,28079,1000000,14,5379,FALSE
28152,25789,28137,1000000,14,5380,FALSE
27919,25874,28245,1000000,14,5381,FALSE
27806,25909,28281,1000000,14,5382,FALSE
28224,25788,28147,1000000,14,5383,FALSE
28307,25747,28095,1000000,14,5384,FALSE
28541,25687,28029,1000000,14,5385,FALSE
28167,25787,28141,1000000,14,5386,FALSE
27918,25879,28253,1000000,14,5387,FALSE
27737,25922,28297,1000000,14,5388,FALSE
28236,25802,28171,1000000,14,5389,FALSE
28442,25756,28128,1000000,14,5390,FALSE
28353,25764,28125,1000000,14,5391,FALSE
28067,25842,28211,1000000,14,5392,FALSE
28377,25733,28085,1000000,14,5393,FALSE
27863,25892,28262,1000000,14,5394,FALSE
27310,26057,28452,1000000,14,5395,FALSE
28289,25772,28129,1000000,14,5396,FALSE
27746,25922,28299,1000000,14,5397,FALSE
28312,25769,28132,1000000,14,5398,FALSE
27900,25891,28266,1000000,14,5399,FALSE
28680,25669,28018,1000000,14,5400,FALSE
28320,25756,28112,1000000,14,5401,FALSE
28641,25697,28058,1000000,14,5402,FALSE
28309,25779,28146,1000000,14,5403,FALSE
28193,25799,28161,1000000,14,5404,FALSE
28294,25778,28142,1000000,14,5405,FALSE
28420,25741,28103,1000000,14,5406,FALSE
28278,25785,28153,1000000,14,5407,FALSE
27695,25929,28298,1000000,14,5408,FALSE
28325,25763,28123,1000000,14,5409,FALSE
28314,25750,28097,1000000,14,5410,FALSE
27928,25881,28256,1000000,14,5411,FALSE
28225,25795,28163,1000000,14,5412,FALSE
27910,25867,28230,1000000,14,5413,FALSE
28006,25854,28225,1000000,14,5414,FALSE
28204,25797,28163,1000000,14,5415,FALSE
28485,25720,28077,1000000,14,5416,FALSE
28417,25735,28094,1000000,14,5417,FALSE
28412,25751,28114,1000000,14,5418,FALSE
28260,25782,28142,1000000,14,5419,FALSE
28103,25821,28185,1000000,14,5420,FALSE
27860,25890,28263,1000000,14,5421,FALSE
28263,25777,28143,1000000,14,5422,FALSE
28273,25776,28132,1000000,14,5423,FALSE
28390,25741,28096,1000000,14,5424,FALSE
28512,25701,28048,1000000,14,5425,FALSE
28331,25757,28111,1000000,14,5426,FALSE
28307,25768,28128,1000000,14,5427,FALSE
28493,25711,28065,1000000,14,5428,FALSE
28220,25783,28142,1000000,14,5429,FALSE
27866,25905,28287,1000000,14,5430,FALSE
28440,25736,28093,1000000,14,5431,FALSE
28460,25724,28079,1000000,14,5432,FALSE
27747,25923,28296,1000000,14,5433,FALSE
28907,25586,27925,1000000,14,5434,FALSE
28389,25738,28090,1000000,14,5435,FALSE
27823,25907,28283,1000000,14,5436,FALSE
28095,25838,28209,1000000,14,5437,FALSE
28612,25679,28029,1000000,14,5438,FALSE
27763,25926,28304,1000000,14,5439,FALSE
28155,25820,28189,1000000,14,5440,FALSE
28204,25806,28173,1000000,14,5441,FALSE
27749,25937,28315,1000000,14,5442,FALSE
28530,25725,28086,1000000,14,5443,FALSE
27989,25869,28241,1000000,14,5444,FALSE
28046,25859,28235,1000000,14,5445,FALSE
28341,25756,28113,1000000,14,5446,FALSE
27682,25959,28346,1000000,14,5447,FALSE
28159,25807,28172,1000000,14,5448,FALSE
28314,25782,28148,1000000,14,5449,FALSE
28172,25808,28176,1000000,14,5450,FALSE
